Ticker,Company,Sector,Industry
PSLV,Sprott Physical Silver Trust,Financial,Asset Management
PSTG,Everpure Inc,Technology,Computer Hardware
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing
PTC,PTC Inc,Technology,Software - Application
PTCT,PTC Therapeutics Inc,Healthcare,Biotechnology
PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling
PTY,PIMCO Corporate & Income Opportunity Fund,Financial,Closed-End Fund - Debt
PVH,PVH Corp,Consumer Cyclical,Apparel Manufacturing
PWR,"Quanta Services, Inc",Industrials,Engineering & Construction
PYPL,PayPal Holdings Inc,Financial,Credit Services
Q,Qnity Electronics Inc,Technology,Semiconductor Equipment & Materials
QBTS,D-Wave Quantum Inc,Technology,Computer Hardware
QCOM,"Qualcomm, Inc",Technology,Semiconductors
QGEN,Qiagen NV,Healthcare,Diagnostics & Research
QS,QuantumScape Corp,Consumer Cyclical,Auto Parts
QSR,Restaurant Brands International Inc,Consumer Cyclical,Restaurants
QTWO,Q2 Holdings Inc,Technology,Software - Application
QXO,QXO Inc,Industrials,Industrial Distribution
RAL,Ralliant Corp,Technology,Electronic Components
RARE,Ultragenyx Pharmaceutical Inc,Healthcare,Biotechnology
RBA,RB Global Inc,Industrials,Specialty Business Services
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia
RBRK,Rubrik Inc,Technology,Software - Infrastructure
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services
RDDT,Reddit Inc,Communication Services,Internet Content & Information
RDN,"Radian Group, Inc",Financial,Insurance - Specialty
RDNT,Radnet Inc,Healthcare,Diagnostics & Research
RDY,Dr. Reddy's Laboratories Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic
RELX,RELX Plc ADR,Industrials,Specialty Business Services
RELY,Remitly Global Inc,Technology,Software - Infrastructure
REZI,Resideo Technologies Inc,Industrials,Industrial Distribution
RF,Regions Financial Corp,Financial,Banks - Regional
RGTI,Rigetti Computing Inc,Technology,Computer Hardware
RH,RH,Consumer Cyclical,Specialty Retail
RHI,Robert Half Inc,Industrials,Staffing & Employment Services
RIG,Transocean Ltd,Energy,Oil & Gas Drilling
RIO,Rio Tinto plc ADR,Basic Materials,Other Industrial Metals & Mining
RIOT,Riot Platforms Inc,Financial,Capital Markets
RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers
RJF,"Raymond James Financial, Inc",Financial,Asset Management
RKLB,Rocket Lab Corp,Industrials,Aerospace & Defense
RKT,Rocket Companies Inc,Financial,Mortgage Finance
RMBS,Rambus Inc,Technology,Semiconductors
RNG,RingCentral Inc,Technology,Software - Application
ROIV,Roivant Sciences Ltd,Healthcare,Biotechnology
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery
ROKU,Roku Inc,Communication Services,Entertainment
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services
ROP,Roper Technologies Inc,Technology,Software - Application
ROST,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail
RPM,"RPM International, Inc",Basic Materials,Specialty Chemicals
RPRX,Royalty Pharma plc,Healthcare,Biotechnology
RRC,Range Resources Corp,Energy,Oil & Gas E&P
RRX,Regal Rexnord Corp,Industrials,Specialty Industrial Machinery
RSI,Rush Street Interactive Inc,Consumer Cyclical,Gambling
RTO,Rentokil Initial Plc. ADR,Industrials,Specialty Business Services
RTX,RTX Corp,Industrials,Aerospace & Defense
RUN,Sunrun Inc,Technology,Solar
RVMD,Revolution Medicines Inc,Healthcare,Biotechnology
RVTY,Revvity Inc,Healthcare,Diagnostics & Research
RXO,RXO Inc,Industrials,Trucking
RY,Royal Bank Of Canada,Financial,Banks - Diversified
RYAAY,Ryanair Holdings Plc ADR,Industrials,Airlines
RYAN,Ryan Specialty Holdings Inc,Financial,Insurance - Specialty
S,SentinelOne Inc,Technology,Software - Infrastructure
SAIL,Sailpoint Inc,Technology,Software - Infrastructure
SAN,Banco Santander S.A. ADR,Financial,Banks - Diversified
SAP,Sap SE ADR,Technology,Software - Application
SARO,StandardAero Inc,Industrials,Aerospace & Defense
SATS,EchoStar Corp,Communication Services,Telecom Services
SBLK,Star Bulk Carriers Corp,Industrials,Marine Shipping
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo. ADR,Utilities,Utilities - Regulated Water
SBSW,Sibanye Stillwater Limited ADR,Basic Materials,Other Precious Metals & Mining
SBUX,Starbucks Corp,Consumer Cyclical,Restaurants
SCCO,Southern Copper Corporation,Basic Materials,Copper
SCHW,Charles Schwab Corp,Financial,Capital Markets
SE,Sea Ltd ADR,Consumer Cyclical,Internet Retail
SEDG,Solaredge Technologies Inc,Technology,Solar
SEE,Sealed Air Corp,Consumer Cyclical,Packaging & Containers
SEI,Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services
SEIC,SEI Investments Co,Financial,Asset Management
SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities
SF,Stifel Financial Corp,Financial,Capital Markets
SFM,Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores
SFNC,Simmons First National Corp,Financial,Banks - Regional
SGHC,Super Group (SGHC) Limited,Consumer Cyclical,Gambling
SGI,Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SHAK,Shake Shack Inc,Consumer Cyclical,Restaurants
SHC,Sotera Health Co,Healthcare,Diagnostics & Research
SHEL,Shell Plc ADR,Energy,Oil & Gas Integrated
SHOO,Steven Madden Ltd,Consumer Cyclical,Footwear & Accessories
SHOP,Shopify Inc,Technology,Software - Application
SHW,Sherwin-Williams Co,Basic Materials,Specialty Chemicals
SIG,Signet Jewelers Ltd,Consumer Cyclical,Luxury Goods
SIRI,Sirius XM Holdings Inc,Communication Services,Entertainment
SJM,J.M. Smucker Co,Consumer Defensive,Packaged Foods
SKM,SK Telecom Co Ltd ADR,Communication Services,Telecom Services
SLB,SLB Ltd,Energy,Oil & Gas Equipment & Services
SLDE,Slide Insurance Holdings Inc,Financial,Insurance - Property & Casualty
SLM,SLM Corp,Financial,Credit Services
SLNO,Soleno Therapeutics Inc,Healthcare,Biotechnology
SM,SM Energy Co,Energy,Oil & Gas E&P
SMCI,Super Micro Computer Inc,Technology,Computer Hardware
SMFG,Sumitomo Mitsui Financial Group Inc ADR,Financial,Banks - Diversified
SMMT,Summit Therapeutics Inc,Healthcare,Biotechnology
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery
SMTC,Semtech Corp,Technology,Semiconductors
SN,SharkNinja Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SNAP,Snap Inc,Communication Services,Internet Content & Information
SNDK,Sandisk Corp,Technology,Computer Hardware
SNOW,Snowflake Inc,Technology,Software - Application
SNPS,"Synopsys, Inc",Technology,Software - Infrastructure
SNY,Sanofi ADR,Healthcare,Drug Manufacturers - General
SO,Southern Company,Utilities,Utilities - Regulated Electric
SOBO,South Bow Corp,Energy,Oil & Gas Midstream
SOC,Sable Offshore Corp,Energy,Oil & Gas Drilling
SOFI,SoFi Technologies Inc,Financial,Credit Services
SOLS,Solstice Advanced Materials Inc,Basic Materials,Specialty Chemicals
SOLV,Solventum Corp,Healthcare,Medical Instruments & Supplies
SONY,Sony Group Corporation ADR,Technology,Consumer Electronics
SOUN,SoundHound AI Inc,Technology,Software - Application
SPGI,S&P Global Inc,Financial,Financial Data & Stock Exchanges
SPOT,Spotify Technology S.A,Communication Services,Internet Content & Information
SQM,Sociedad Quimica Y Minera de Chile S.A. ADR,Basic Materials,Specialty Chemicals
SRAD,Sportradar Group AG,Technology,Software - Application
SRE,Sempra,Utilities,Utilities - Diversified
SRRK,Scholar Rock Holding Corp,Healthcare,Biotechnology
SSL,Sasol Ltd ADR,Basic Materials,Specialty Chemicals
SSNC,SS&C Technologies Holdings Inc,Technology,Software - Application
SSRM,SSR Mining Inc,Basic Materials,Gold
ST,Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments
STLA,Stellantis N.V,Consumer Cyclical,Auto Manufacturers
STLD,Steel Dynamics Inc,Basic Materials,Steel
STM,ST Microelectronics,Technology,Semiconductors
STNE,StoneCo Ltd,Technology,Software - Infrastructure
STNG,Scorpio Tankers Inc,Energy,Oil & Gas Midstream
STOK,Stoke Therapeutics Inc,Healthcare,Biotechnology
STRC,Strategy Inc. - VR PRF PERPETUAL USD 100 - Ser A,Technology,Software - Application
STT,State Street Corp,Financial,Asset Management
STUB,Stubhub Holdings Inc,Communication Services,Internet Content & Information
STX,Seagate Technology Holdings Plc,Technology,Computer Hardware
STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Brewers
SU,"Suncor Energy, Inc",Energy,Oil & Gas Integrated
SUNB,Sunbelt Rentals Holdings Inc,Industrials,Rental & Leasing Services
SUZ,Suzano S.A. ADR,Basic Materials,Paper & Paper Products
SVM,Silvercorp Metals Inc,Basic Materials,Silver
SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers
SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories
SWKS,"Skyworks Solutions, Inc",Technology,Semiconductors
SYF,Synchrony Financial,Financial,Credit Services
SYK,Stryker Corp,Healthcare,Medical Devices
SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery
SYNA,Synaptics Inc,Technology,Semiconductors
SYY,Sysco Corp,Consumer Defensive,Food Distribution
T,"AT&T, Inc",Communication Services,Telecom Services
TAC,Transalta Corp,Utilities,Utilities - Independent Power Producers
TAK,Takeda Pharmaceutical Co ADR,Healthcare,Drug Manufacturers - Specialty & Generic
TAL,TAL Education Group ADR,Consumer Defensive,Education & Training Services
TALO,Talos Energy Inc,Energy,Oil & Gas E&P
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers
TCOM,Trip.com Group Ltd ADR,Consumer Cyclical,Travel Services
TD,Toronto Dominion Bank,Financial,Banks - Diversified
TDC,Teradata Corp,Technology,Software - Infrastructure
TDW,Tidewater Inc,Energy,Oil & Gas Equipment & Services
TEAM,Atlassian Corporation,Technology,Software - Application
TECH,Bio-Techne Corp,Healthcare,Biotechnology
TECK,Teck Resources Ltd,Basic Materials,Other Industrial Metals & Mining
TEL,TE Connectivity plc,Technology,Electronic Components
TEM,Tempus AI Inc,Healthcare,Health Information Services
TENB,Tenable Holdings Inc,Technology,Software - Infrastructure
TER,"Teradyne, Inc",Technology,Semiconductor Equipment & Materials
TERN,Terns Pharmaceuticals Inc,Healthcare,Biotechnology
TEVA,Teva- Pharmaceutical Industries Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic
TEX,Terex Corp,Industrials,Farm & Heavy Construction Machinery
TFC,Truist Financial Corporation,Financial,Banks - Regional
TFSL,TFS Financial Corporation,Financial,Banks - Regional
TGB,Taseko Mines Ltd,Basic Materials,Copper
TGNA,TEGNA Inc,Communication Services,Broadcasting
TGT,Target Corp,Consumer Defensive,Discount Stores
TGTX,TG Therapeutics Inc,Healthcare,Biotechnology
TIGO,Millicom International Cellular S.A,Communication Services,Telecom Services
TJX,"TJX Companies, Inc",Consumer Cyclical,Apparel Retail
TKC,Turkcell Iletisim Hizmetleri A.S. ADR,Communication Services,Telecom Services
TKR,Timken Co,Industrials,Tools & Accessories
TMC,TMC the metals company Inc,Basic Materials,Other Industrial Metals & Mining
TMDX,Transmedics Group Inc,Healthcare,Medical Devices
TME,Tencent Music Entertainment Group ADR,Communication Services,Internet Content & Information
TMHC,Taylor Morrison Home Corp,Consumer Cyclical,Residential Construction
TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research
TMUS,T-Mobile US Inc,Communication Services,Telecom Services
TNGX,Tango Therapeutics Inc,Healthcare,Biotechnology
TOST,Toast Inc,Technology,Software - Infrastructure
TPC,Tutor Perini Corp,Industrials,Engineering & Construction
TPG,TPG Inc,Financial,Asset Management
TPH,Tri Pointe Homes Inc,Consumer Cyclical,Residential Construction
TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods
TREX,"TREX Co., Inc",Industrials,Building Products & Equipment
TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream
TRI,Thomson-Reuters Corp,Industrials,Specialty Business Services
TRMB,Trimble Inc,Technology,Scientific & Technical Instruments
TRMD,Torm Plc,Energy,Oil & Gas Midstream
TROW,T. Rowe Price Group Inc,Financial,Asset Management
TRP,TC Energy Corporation,Energy,Oil & Gas Midstream
TRU,TransUnion,Financial,Financial Data & Stock Exchanges
TRV,Travelers Companies Inc,Financial,Insurance - Property & Casualty
TS,Tenaris S.A. ADR,Energy,Oil & Gas Equipment & Services
TSCO,Tractor Supply Co,Consumer Cyclical,Specialty Retail
TSEM,Tower Semiconductor Ltd,Technology,Semiconductors
TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers
TSM,Taiwan Semiconductor Manufacturing ADR,Technology,Semiconductors
TSN,"Tyson Foods, Inc",Consumer Defensive,Farm Products
TT,Trane Technologies plc,Industrials,Building Products & Equipment
TTAN,ServiceTitan Inc,Technology,Software - Application
TTC,Toro Co,Industrials,Tools & Accessories
TTD,Trade Desk Inc,Communication Services,Advertising Agencies
TTE,TotalEnergies SE,Energy,Oil & Gas Integrated
TTEK,"Tetra Tech, Inc",Industrials,Engineering & Construction
TTMI,TTM Technologies Inc,Technology,Electronic Components
TTWO,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia
TU,Telus Corp,Communication Services,Telecom Services
TVTX,Travere Therapeutics Inc,Healthcare,Biotechnology
TW,Tradeweb Markets Inc,Financial,Capital Markets
TWLO,Twilio Inc,Technology,Software - Infrastructure
TXG,10x Genomics Inc,Healthcare,Health Information Services
TXN,Texas Instruments Inc,Technology,Semiconductors
TXNM,TXNM Energy Inc,Utilities,Utilities - Regulated Electric
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants
TXT,Textron Inc,Industrials,Aerospace & Defense
U,Unity Software Inc,Technology,Software - Application
UA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing
UAA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing
UAL,United Airlines Holdings Inc,Industrials,Airlines
UBER,Uber Technologies Inc,Technology,Software - Application
UBS,UBS Group AG,Financial,Banks - Diversified
UBSI,"United Bankshares, Inc",Financial,Banks - Regional
UCB,United Community Banks Inc,Financial,Banks - Regional
UCTT,Ultra Clean Hldgs Inc,Technology,Semiconductor Equipment & Materials
UEC,Uranium Energy Corp,Energy,Uranium
UGI,UGI Corp,Utilities,Utilities - Regulated Gas
UL,Unilever plc ADR,Consumer Defensive,Household & Personal Products
UMC,United Micro Electronics ADR,Technology,Semiconductors
UNH,Unitedhealth Group Inc,Healthcare,Healthcare Plans
UNM,Unum Group,Financial,Insurance - Life
UNP,Union Pacific Corp,Industrials,Railroads
UPS,"United Parcel Service, Inc",Industrials,Integrated Freight & Logistics
UPST,Upstart Holdings Inc,Financial,Credit Services
URBN,"Urban Outfitters, Inc",Consumer Cyclical,Apparel Retail
USAR,USA Rare Earth Inc,Basic Materials,Other Industrial Metals & Mining
USAS,Americas Gold and Silver Corp,Basic Materials,Other Industrial Metals & Mining
USB,U.S. Bancorp,Financial,Banks - Regional
USFD,US Foods Holding Corp,Consumer Defensive,Food Distribution
UUUU,Energy Fuels Inc,Energy,Uranium
V,Visa Inc,Financial,Credit Services
VALE,Vale S.A. ADR,Basic Materials,Other Industrial Metals & Mining
VEEV,Veeva Systems Inc,Healthcare,Health Information Services
VERA,Vera Therapeutics Inc,Healthcare,Biotechnology
VERX,Vertex Inc,Technology,Software - Application
VFC,VF Corp,Consumer Cyclical,Apparel Manufacturing
VG,Venture Global Inc,Energy,Oil & Gas Midstream
VIAV,Viavi Solutions Inc,Technology,Communication Equipment
VIK,Viking Holdings Ltd,Consumer Cyclical,Travel Services
VIPS,Vipshop Holdings Ltd ADR,Consumer Cyclical,Internet Retail
VISN,Vistance Networks Inc,Technology,Communication Equipment
VIST,Vista Energy S.A.B. de C.V ADR,Energy,Oil & Gas E&P
VIV,"Telefonica Brasil S.A., ADR",Communication Services,Telecom Services
VKTX,Viking Therapeutics Inc,Healthcare,Biotechnology
VLO,Valero Energy Corp,Energy,Oil & Gas Refining & Marketing
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls
VLY,Valley National Bancorp,Financial,Banks - Regional
VMC,Vulcan Materials Co,Basic Materials,Building Materials
VNET,VNET Group Inc ADR,Technology,Information Technology Services
VNOM,Viper Energy Inc,Energy,Oil & Gas Midstream
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments
VOD,Vodafone Group plc ADR,Communication Services,Telecom Services
VOYA,Voya Financial Inc,Financial,Financial Conglomerates
VRDN,Viridian Therapeutics Inc,Healthcare,Biotechnology
VRNS,Varonis Systems Inc,Technology,Software - Infrastructure
VRRM,Verra Mobility Corp,Technology,Information Technology Services
VRSK,Verisk Analytics Inc,Industrials,Consulting Services
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts
VRTX,"Vertex Pharmaceuticals, Inc",Healthcare,Biotechnology
VSCO,Victoria's Secret & Co,Consumer Cyclical,Apparel Retail
VSH,"Vishay Intertechnology, Inc",Technology,Semiconductors
VSNT,Versant Media Group Inc,Communication Services,Entertainment
VST,Vistra Corp,Utilities,Utilities - Independent Power Producers
VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic
VVV,Valvoline Inc,Consumer Cyclical,Auto & Truck Dealerships
VZ,Verizon Communications Inc,Communication Services,Telecom Services
W,Wayfair Inc,Consumer Cyclical,Internet Retail
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads
WAL,Western Alliance Bancorp,Financial,Banks - Regional
WAT,Waters Corp,Healthcare,Diagnostics & Research
WAY,Waystar Holding Corp,Healthcare,Health Information Services
WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment
WBS,Webster Financial Corp,Financial,Banks - Regional
WCN,Waste Connections Inc,Industrials,Waste Management
WDAY,Workday Inc,Technology,Software - Application
WDC,Western Digital Corp,Technology,Computer Hardware
WDS,Woodside Energy Group Ltd ADR,Energy,Oil & Gas E&P
WEC,WEC Energy Group Inc,Utilities,Utilities - Regulated Electric
WES,Western Midstream Partners LP,Energy,Oil & Gas Midstream
WFC,Wells Fargo & Co,Financial,Banks - Diversified
WFRD,Weatherford International plc,Energy,Oil & Gas Equipment & Services
WGS,GeneDx Holdings Corp,Healthcare,Diagnostics & Research
WH,Wyndham Hotels & Resorts Inc,Consumer Cyclical,Lodging
WHD,Cactus Inc,Energy,Oil & Gas Equipment & Services
WHR,Whirlpool Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WIX,Wix.com Ltd,Technology,Software - Infrastructure
WLK,Westlake Corporation,Basic Materials,Specialty Chemicals
WM,"Waste Management, Inc",Industrials,Waste Management
WMB,Williams Cos Inc,Energy,Oil & Gas Midstream
WMG,Warner Music Group Corp,Communication Services,Entertainment
WMS,Advanced Drainage Systems Inc,Industrials,Building Products & Equipment
WMT,Walmart Inc,Consumer Defensive,Discount Stores
WPM,Wheaton Precious Metals Corp,Basic Materials,Gold
WRB,W.R. Berkley Corp,Financial,Insurance - Property & Casualty
WRBY,Warby Parker Inc,Healthcare,Medical Instruments & Supplies
WRD,WeRide Inc. ADR,Technology,Software - Application
WSC,WillScot Holdings Corp,Industrials,Rental & Leasing Services
WSM,"Williams-Sonoma, Inc",Consumer Cyclical,Specialty Retail
WST,"West Pharmaceutical Services, Inc",Healthcare,Medical Instruments & Supplies
WT,WisdomTree Inc,Financial,Asset Management
WTRG,Essential Utilities Inc,Utilities,Utilities - Regulated Water
WU,Western Union Company,Financial,Credit Services
WULF,TeraWulf Inc,Financial,Capital Markets
WVE,Wave Life Sciences Ltd,Healthcare,Biotechnology
WYNN,Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos
XEL,"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric
XENE,Xenon Pharmaceuticals Inc,Healthcare,Biotechnology
XOM,Exxon Mobil Corp,Energy,Oil & Gas Integrated
XP,XP Inc,Financial,Capital Markets
XPEV,XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers
XPO,XPO Inc,Industrials,Trucking
XRAY,DENTSPLY Sirona Inc,Healthcare,Medical Instruments & Supplies
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery
XYZ,Block Inc,Technology,Software - Infrastructure
YETI,YETI Holdings Inc,Consumer Cyclical,Leisure
YMM,Full Truck Alliance Co Ltd ADR,Technology,Software - Application
YOU,Clear Secure Inc,Technology,Software - Application
YPF,YPF ADR,Energy,Oil & Gas Integrated
YUM,Yum Brands Inc,Consumer Cyclical,Restaurants
YUMC,Yum China Holdings Inc,Consumer Cyclical,Restaurants
Z,Zillow Group Inc,Communication Services,Internet Content & Information
ZBH,Zimmer Biomet Holdings Inc,Healthcare,Medical Devices
ZBRA,Zebra Technologies Corp,Technology,Communication Equipment
ZETA,Zeta Global Holdings Corp,Technology,Software - Infrastructure
ZIM,Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping
ZION,Zions Bancorporation N.A,Financial,Banks - Regional
ZM,Zoom Communications Inc,Technology,Software - Application
ZS,Zscaler Inc,Technology,Software - Infrastructure
ZTO,ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics
ZTS,Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic
XLC,ETF,Communication Services,Communication Services Sector ETF
XLK,ETF,Technology,Technology Sector ETF
XLV,ETF,Health Care,Health Care Sector ETF
XLF,ETF,Financials,Financial Sector ETF
XLI,ETF,Industrials,Industrial Sector ETF
XLY,ETF,Consumer Discretionary,Consumer Discretionary Sector ETF
XLP,ETF,Consumer Staples,Consumer Staples Sector ETF
XLE,ETF,Energy,Energy Sector ETF
XLB,ETF,Materials,Materials Sector ETF
XLRE,ETF,Real Estate,Real Estate Sector ETF
XLU,ETF,Utilities,Utilities Sector ETF
XBI,ETF,Health Care,Biotechnology ETF
XHB,ETF,Consumer Discretionary,Homebuilders ETF
CARZ,ETF,Consumer Discretionary,Auto Manufacturers ETF
XHE,ETF,Health Care,Medical Equipment ETF
KIE,ETF,Financials,Insurance ETF
XAR,ETF,Industrials,Aerospace & Defense ETF
SMH,ETF,Technology,Semiconductors ETF
IGV,ETF,Technology,Software ETF
XRT,ETF,Consumer Discretionary,Retail ETF
XOP,ETF,Energy,Oil & Gas Exploration ETF
XME,ETF,Materials,Metals & Mining ETF
KBE,ETF,Financials,Banking ETF
PBJ,ETF,Consumer Staples,Food & Beverage ETF
KCE,ETF,Financials,Capital Markets ETF
FDN,ETF,Communication Services,Internet ETF
PEJ,ETF,Consumer Discretionary,Leisure & Entertainment ETF
VHT,ETF,Health Care,Broad Health Care ETF
VAW,ETF,Materials,Broad Materials ETF
IYT,ETF,Industrials,Transportation ETF
VGT,ETF,Technology,Broad Technology ETF
ITB,ETF,Consumer Discretionary,Home Construction ETF
IDRV,ETF,Consumer Discretionary,Self-Driving / EV ETF
IBB,ETF,Health Care,Biotechnology ETF
VCR,ETF,Consumer Discretionary,Broad Consumer Discretionary ETF
VNQ,ETF,Real Estate,REIT ETF
IHI,ETF,Health Care,Medical Devices ETF
IAK,ETF,Financials,Insurance ETF
ITA,ETF,Industrials,Aerospace & Defense ETF
VDC,ETF,Consumer Staples,Broad Consumer Staples ETF
VIS,ETF,Industrials,Broad Industrials ETF
SOXX,ETF,Technology,Semiconductors ETF
XSW,ETF,Technology,Software & Services ETF
RTH,ETF,Consumer Discretionary,Retail ETF
VPU,ETF,Utilities,Broad Utilities ETF
VFH,ETF,Financials,Broad Financials ETF
XES,ETF,Energy,Oil & Gas Equipment ETF
PICK,ETF,Materials,Global Metals & Mining ETF
VOX,ETF,Communication Services,Telecom ETF
KRE,ETF,Financials,Regional Banks ETF
FTXG,ETF,Industrials,Global Industrials ETF
IAI,ETF,Financials,Broker-Dealers ETF
PNQI,ETF,Communication Services,Internet ETF
VDE,ETF,Energy,Broad Energy ETF
PBS,ETF,Consumer Staples,Media & Publishing ETF
IXJ,ETF,Health Care,Global Health Care ETF
IYM,ETF,Materials,Basic Materials ETF
FTXR,ETF,Industrials,Transportation ETF
QQQ,ETF,Technology,Nasdaq-100 ETF
PKB,ETF,Consumer Discretionary,Building & Construction ETF
DRIV,ETF,Consumer Discretionary,Autonomous & EV ETF
ARKG,ETF,Health Care,Genomics & Biotech ETF
IYC,ETF,Consumer Discretionary,Consumer Services ETF
SCHH,ETF,Real Estate,REIT ETF
PPA,ETF,Industrials,Aerospace & Defense ETF
IYK,ETF,Consumer Staples,Consumer Staples ETF
IYJ,ETF,Industrials,Industrials ETF
XSD,ETF,Technology,Semiconductor Equipment ETF
FTEC,ETF,Technology,Technology ETF
ONLN,ETF,Consumer Discretionary,Online Retail ETF
IDU,ETF,Utilities,Utilities ETF
IYF,ETF,Financials,Financials ETF
PXE,ETF,Energy,Oil & Gas Production ETF
REMX,ETF,Materials,Rare Earth & Strategic Metals ETF
IXP,ETF,Communication Services,Global Telecom ETF
TAN,ETF,Energy,Solar Energy ETF
IAT,ETF,Financials,Regional Banks ETF
ARKW,ETF,Technology,Internet & Innovation ETF
IYE,ETF,Energy,Energy ETF
BJK,ETF,Consumer Discretionary,Gaming & Casinos ETF
MTUM,ETF,Momentum ,Momentum ETF
IBIT,,BITCOIN,Bitcoin ETF
CLOU,ETF,Cloud Computing,Cloud Computing ETF
WCLD,ETF,Cloud Computing,Cloud Computing ETF
SKYY,ETF,Cloud Computing,Cloud Computing ETF
BOTZ,ETF,Robotics & AI,Robotics & AI ETF
ROBO,ETF,Robotics,Robotics ETF
AIQ,ETF,Artificial Intelligence,AI ETF
FINX,ETF,Fintech,Fintech ETF
IPAY,ETF,Digital Payments,Digital Payments ETF
PAVE,ETF,Infrastructure,US Infrastructure ETF
IFRA,ETF,Infrastructure,Global Infrastructure ETF
AMLP,ETF,Midstream Energy,MLP Infrastructure ETF
MLPX,ETF,Energy Infrastructure,Energy Infrastructure ETF
ICLN,ETF,Clean Energy,Clean Energy ETF
QCLN,ETF,Clean Energy,Clean Energy ETF
SRVR,ETF,Data Center REIT,Data Center REIT ETF
HSMV,ETF,Cell Tower REIT,Cell Tower REIT ETF
DIA,ETF,Dow Jones,Dow Jones ETF
^GSPC,MARKET INDICATOR,S&P,MARKET INDICATOR
^DJI,MARKET INDICATOR,DOW JONES,MARKET INDICATOR
^NYA,MARKET INDICATOR,NYSE,MARKET INDICATOR
^RUT,MARKET INDICATOR,IWM,MARKET INDICATOR
^VIX,MARKET INDICATOR,FEAR INDEX,MARKET INDICATOR
^TNX,MARKET INDICATOR,VOLATILITY,MARKET INDICATOR
^TYX,MARKET INDICATOR,10 YEAR TREASURY,MARKET INDICATOR
^IXIC,MARKET INDICATOR,NASDAQ,MARKET INDICATOR
